complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000090,2024-02-24 05:17:26,CUST-1030,web,Poor service experience with shipment ORD-238205. Staff was unhelpful and dismissive.,Service Complaint,low,SUP-5520,broccoli,Europe,ORD-238205,poor service experience with shipment ord238205 staff was unhelpful and dismissive,poor service experience shipment ord238205 staff unhelpful dismissive,7
CMP-000091,2024-02-24 19:54:42,CUST-1741,email,"Damaged goods in shipment ORD-915809. Temperature control appears to have failed, carrots are spoiled.",Damaged Goods,medium,SUP-5498,broccoli,Europe,ORD-915809,damaged goods in shipment ord915809 temperature control appears to have failed carrots are spoiled,damaged goods shipment ord915809 temperature control appears failed carrots spoiled,0
CMP-000092,2024-02-25 10:31:59,CUST-2405,email,Unacceptable behavior from your team handling order ORD-546980. Need to speak with a manager.,Service Complaint,high,SUP-10114,lemons,North America,ORD-546980,unacceptable behavior from your team handling order ord546980 need to speak with a manager,unacceptable behavior team handling order ord546980 need speak manager,7
CMP-000093,2024-02-26 01:09:15,CUST-2458,web,"Damaged goods in shipment ORD-674993. Temperature control appears to have failed, garlic are spoiled.",Damaged Goods,high,SUP-11986,lemons,North America,ORD-674993,damaged goods in shipment ord674993 temperature control appears to have failed garlic are spoiled,damaged goods shipment ord674993 temperature control appears failed garlic spoiled,0
CMP-000094,2024-02-26 15:46:31,CUST-2129,app,"Freshness issue with order ORD-906315. kale appear to be several days old, not fresh picked.",Quality Issues,high,SUP-10448,grapes,Europe,ORD-906315,freshness issue with order ord906315 kale appear to be several days old not fresh picked,freshness issue order ord906315 kale appear several days old fresh picked,6
CMP-000095,2024-02-27 06:23:48,CUST-2406,social,Invoice ORD-260053 shows incorrect pricing. We were quoted $3552 but charged $5060.,Pricing Error,low,SUP-5491,onions,North America,ORD-260053,invoice ord260053 shows incorrect pricing we were quoted 3552 but charged 5060,invoice ord260053 shows incorrect pricing quoted 3552 charged 5060,5
CMP-000096,2024-02-27 21:01:04,CUST-1675,email,Shipment ORD-688967 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-9156,bananas,Asia,ORD-688967,shipment ord688967 stuck in transit for 12 days this is causing major disruptions to our supply chain,shipment ord688967 stuck transit 12 days causing major disruptions supply chain,1
CMP-000097,2024-02-28 11:38:21,CUST-1987,app,Missing certificates for order ORD-788637. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-11704,garlic,North America,ORD-788637,missing certificates for order ord788637 cannot clear customs without proper documentation,missing certificates order ord788637 cannot clear customs without proper documentation,2
CMP-000098,2024-02-29 02:15:37,CUST-2316,email,"Order ORD-807764 completely ruined. limes arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-5050,cucumbers,Asia,ORD-807764,order ord807764 completely ruined limes arrived in terrible condition cannot be sold,order ord807764 completely ruined limes arrived terrible condition cannot sold,0
CMP-000099,2024-02-29 16:52:54,CUST-2346,social,No response to my emails about order ORD-693830. I've been trying to reach support for 2 days.,Poor Communication,high,SUP-8031,mangoes,North America,ORD-693830,no response to my emails about order ord693830 ive been trying to reach support for 2 days,response emails order ord693830 ive trying reach support 2 days,4
CMP-000100,2024-03-01 07:30:10,CUST-2590,email,Missing certificates for order ORD-440140. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-8392,grapes,Asia,ORD-440140,missing certificates for order ord440140 cannot clear customs without proper documentation,missing certificates order ord440140 cannot clear customs without proper documentation,2
CMP-000101,2024-03-01 22:07:27,CUST-2049,email,Received only partial order ORD-891615. Where are the remaining 48 spinach?,Missing Items,low,SUP-6806,raspberries,North America,ORD-891615,received only partial order ord891615 where are the remaining 48 spinach,received partial order ord891615 remaining 48 spinach,3
CMP-000102,2024-03-02 12:44:43,CUST-1015,app,Order ORD-157443 is severely delayed. We needed these bananas by 2025-10-27 for our retail operations.,Delivery Delay,high,SUP-8527,cucumbers,Asia,ORD-157443,order ord157443 is severely delayed we needed these bananas by 20251027 for our retail operations,order ord157443 severely delayed needed bananas 20251027 retail operations,1
CMP-000103,2024-03-03 03:22:00,CUST-2090,app,Incomplete delivery for ORD-498676. 30 cases of potatoes are missing from the shipment.,Missing Items,low,SUP-12062,avocados,North America,ORD-498676,incomplete delivery for ord498676 30 cases of potatoes are missing from the shipment,incomplete delivery ord498676 30 cases potatoes missing shipment,3
CMP-000104,2024-03-03 17:59:16,CUST-2174,social,Shipment ORD-550137 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-5721,spinach,Asia,ORD-550137,shipment ord550137 stuck in transit for 3 days this is causing major disruptions to our supply chain,shipment ord550137 stuck transit 3 days causing major disruptions supply chain,1
CMP-000105,2024-03-04 08:36:33,CUST-1892,social,Critical delay on order ORD-355135. The tomatoes were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-5934,carrots,North America,ORD-355135,critical delay on order ord355135 the tomatoes were timesensitive and now may be unusable,critical delay order ord355135 tomatoes timesensitive may unusable,1
CMP-000106,2024-03-04 23:13:49,CUST-2855,web,Received only partial order ORD-303322. Where are the remaining 11 cantaloupe?,Missing Items,medium,SUP-11227,pineapples,North America,ORD-303322,received only partial order ord303322 where are the remaining 11 cantaloupe,received partial order ord303322 remaining 11 cantaloupe,3
CMP-000107,2024-03-05 13:51:06,CUST-1362,social,Order ORD-179013 missing items. Expected 429 but received only 90 pineapples.,Missing Items,medium,SUP-7589,bell peppers,Europe,ORD-179013,order ord179013 missing items expected 429 but received only 90 pineapples,order ord179013 missing items expected 429 received 90 pineapples,3
CMP-000108,2024-03-06 04:28:22,CUST-1960,social,"Terrible communication regarding shipment ORD-171603. No tracking updates, no responses to calls.",Poor Communication,low,SUP-8020,pears,Europe,ORD-171603,terrible communication regarding shipment ord171603 no tracking updates no responses to calls,terrible communication regarding shipment ord171603 tracking updates responses calls,4
CMP-000109,2024-03-06 19:05:39,CUST-2320,email,"Order ORD-180458 completely ruined. garlic arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-9683,lemons,Asia,ORD-180458,order ord180458 completely ruined garlic arrived in terrible condition cannot be sold,order ord180458 completely ruined garlic arrived terrible condition cannot sold,0
CMP-000110,2024-03-07 09:42:55,CUST-2239,social,Incomplete delivery for ORD-437145. 26 cases of bell peppers are missing from the shipment.,Missing Items,high,SUP-7029,watermelons,Europe,ORD-437145,incomplete delivery for ord437145 26 cases of bell peppers are missing from the shipment,incomplete delivery ord437145 26 cases bell peppers missing shipment,3
CMP-000111,2024-03-08 00:20:12,CUST-2073,app,Received only partial order ORD-560767. Where are the remaining 26 blueberries?,Missing Items,medium,SUP-7741,tomatoes,Europe,ORD-560767,received only partial order ord560767 where are the remaining 26 blueberries,received partial order ord560767 remaining 26 blueberries,3
CMP-000112,2024-03-08 14:57:28,CUST-2142,social,Order ORD-199096 is severely delayed. We needed these grapes by 2025-10-30 for our retail operations.,Delivery Delay,medium,SUP-12927,lemons,North America,ORD-199096,order ord199096 is severely delayed we needed these grapes by 20251030 for our retail operations,order ord199096 severely delayed needed grapes 20251030 retail operations,1
CMP-000113,2024-03-09 05:34:44,CUST-1802,app,"Order ORD-794299 completely ruined. watermelons arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-12758,cantaloupe,North America,ORD-794299,order ord794299 completely ruined watermelons arrived in terrible condition cannot be sold,order ord794299 completely ruined watermelons arrived terrible condition cannot sold,0
CMP-000114,2024-03-09 20:12:01,CUST-1191,social,Service quality is deteriorating. Multiple issues with order ORD-651963 and no one seems to care.,Service Complaint,medium,SUP-6269,tomatoes,Europe,ORD-651963,service quality is deteriorating multiple issues with order ord651963 and no one seems to care,service quality deteriorating multiple issues order ord651963 one seems care,7
CMP-000115,2024-03-10 10:49:17,CUST-2614,email,Incorrect shipping documents for ORD-985447. Supplier name and details are wrong.,Documentation Error,medium,SUP-6329,cucumbers,North America,ORD-985447,incorrect shipping documents for ord985447 supplier name and details are wrong,incorrect shipping documents ord985447 supplier name details wrong,2
CMP-000116,2024-03-11 01:26:34,CUST-2279,app,"Freshness issue with order ORD-908554. fresh strawberries appear to be several days old, not fresh picked.",Quality Issues,high,SUP-8677,oranges,North America,ORD-908554,freshness issue with order ord908554 fresh strawberries appear to be several days old not fresh picked,freshness issue order ord908554 fresh strawberries appear several days old fresh picked,6
CMP-000117,2024-03-11 16:03:50,CUST-1633,social,Shipment ORD-350786 short by 23 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-11691,bananas,North America,ORD-350786,shipment ord350786 short by 23 items packing list doesnt match actual delivery,shipment ord350786 short 23 items packing list doesnt match actual delivery,3
CMP-000118,2024-03-12 06:41:07,CUST-2787,web,My order #ORD-245121 was supposed to arrive on 2025-10-26 but it's now 9 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-6313,grapes,Europe,ORD-245121,my order ord245121 was supposed to arrive on 20251026 but its now 9 days late this is unacceptable for perishable goods,order ord245121 supposed arrive 20251026 9 days late unacceptable perishable goods,1
CMP-000119,2024-03-12 21:18:23,CUST-1301,social,Received order ORD-638289 with 79% of oranges damaged. Packaging was inadequate.,Damaged Goods,low,SUP-8163,tomatoes,Europe,ORD-638289,received order ord638289 with 79 of oranges damaged packaging was inadequate,received order ord638289 79 oranges damaged packaging inadequate,0
CMP-000120,2024-03-13 11:55:40,CUST-1057,web,Order ORD-335445 is incomplete. Missing 14 units of pears.,Missing Items,medium,SUP-10702,pears,Asia,ORD-335445,order ord335445 is incomplete missing 14 units of pears,order ord335445 incomplete missing 14 units pears,3
CMP-000121,2024-03-14 02:32:56,CUST-2444,social,Unacceptable behavior from your team handling order ORD-895702. Need to speak with a manager.,Service Complaint,high,SUP-9323,spinach,Asia,ORD-895702,unacceptable behavior from your team handling order ord895702 need to speak with a manager,unacceptable behavior team handling order ord895702 need speak manager,7
CMP-000122,2024-03-14 17:10:13,CUST-1590,app,Documentation error on order ORD-913875. Invoice doesn't match packing list.,Documentation Error,low,SUP-9888,potatoes,Asia,ORD-913875,documentation error on order ord913875 invoice doesnt match packing list,documentation error order ord913875 invoice doesnt match packing list,2
CMP-000123,2024-03-15 07:47:29,CUST-2055,app,"Delivery delay for shipment ORD-762652. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,high,SUP-5701,carrots,Europe,ORD-762652,delivery delay for shipment ord762652 expected 20251027 still not received our customers are waiting,delivery delay shipment ord762652 expected 20251027 still received customers waiting,1
CMP-000124,2024-03-15 22:24:46,CUST-2952,email,Pricing error detected. Order ORD-170966 billed at $786 instead of agreed $633.,Pricing Error,high,SUP-7824,oranges,North America,ORD-170966,pricing error detected order ord170966 billed at 786 instead of agreed 633,pricing error detected order ord170966 billed 786 instead agreed 633,5
